Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
27,P3,Team,,CVS: declaring versions that have not been created using rtag (1GCAQ0D),"CVS tags (a.k.a. project versions) that have not been created using rtag dont; 	show up in the repository explorer because the history file on the server does; 	not reference them.; 	Current workaround: define a team stream using the same tag name; then you can; 	browse the project version. This is less than optimal because it does not behave; 	like a team stream - you cannot release anything to it...; ; NOTES:; ; KM (5/22/01 10:03:38 PM); 	This can occur for open source repos which have history turned off.; ; Jean-Michel (11/06/2001 4:44:02 PM); 	Include the cvs error that is returned when trying to release to a; 	stream that is really a version :); ; 	cvs server: sticky tag v1 for file a.txt is not a branch tag.; ; Jean-Michel (6/13/01 9:59:17 PM); 	We should describe in the CVS docs that in order to browse or add a version; 	of an existing CVS project that was not created using rtag users should create; 	rtag version using the cvs command line.; 	; 	We should probably not mention anything about the creating a stream hack?; ; Jean-Michel (8/23/01 10:24:09 AM); 	Many Eclipse VCM operations rely on project versions being available. For example;; 	without them you cannot merge; compare/replace project versions; and create a new; 	stream (copy version to stream). That means that any open source project that has; 	disabled history would not be able to use much of the functionality in Eclipse VCM. I suggest; 	the following CVS specific features be added to the CVS adapter:; ; 	1. A mechanism for defining a project version by name on CVS projects. This would be; 	a name not validated until an operation is performed (e.g. load; browsing). The; 	names would be workspace persistent; and allow using all Eclipse features which rely; 	on version names. This resembles CVS support for providing -r <version name> on; 	the command line; we simply cache a set of -r parameters.; ; 	2. Add a CVS action to IFileEditions which allow creating project versions automatically; 	based on the version tags already defined on the CVS file. This would be easy to do.; ; Jean-Michel (9/14/01 1:36:14 PM); 	Fixed; released into HEAD.",VERIFIED,FIXED,2,10/10/2001 21:35,10/23/2001 23:39
28,P5,Team,,VCM UI: properties page should show author for all versions or none (1GCC17U),"Currently; the properties/Managing page for files shows the creation date and author of; 	the base version; but not of the common or the remote version. It should either display; 	this information for all three versions or for none. It could be like this:; ; 	Status:							versioned [one of: versioned / changed / unmanaged]; 	Local version:			1.1	author: jlemieux	created: Mon Jul 01 2001 19:35; ; 	Common version: 	1.2	author: johna		created: Tue .....; 	Released version:	1.4	author: jlemieux	created: ....; ; NOTES:; ; BB (4/25/01 12:39:00 PM); 	Ideally; the property page would first display information thats available without contacting the; 	server. Currently; it does a refresh() on the resource; this doesnt work when youre disconnected.; 	The property page could have a More info >> button that does the fetchStateInfo() required to get; 	the author; date etc. and then displays the more detailed information.; 	Displaying the version comments would be nice too.; 	Note that if you do a sharingManager.getRemoteResource(resource).fetchStateInfo(); you dont; 	need the refresh as this will give you the version number already.; ; JohnA (4/25/01 2:37:46 PM); 	The property page now only shows all the information it can get without contacting; 	the server (no author; comment; etc).  We can add the More Info button later time permitting.",RESOLVED,INVALID,2,10/10/2001 21:35,4/11/2002 15:53
29,P3,Team,,Internationalization (NSL) (1GCC601),"VCM is not NSL ready! Need resource bundles.; 	Policy has bind() methods ready for use.; ; NOTES:; ; JohnA (4/17/01 2:03:02 PM); 	Painfully; all six VCM plugins will have to have a Policy class;; 	and duplicate the code for generating strings from bundles.; 	Isnt core supposed to be providing support and a story for this?; ; JEM (5/28/01 3:45:45 PM); 	Internationalization complete.; 	Each plugin currently has getResourceString(String) and; 	getResourceString(String; Object[]). Core has no support for us.; 	In the future we should shorten the names (e.g. bind) because theyre; 	used so much. Moving to Inactive for future consideration.",RESOLVED,FIXED,2,10/10/2001 21:35,11/6/2001 12:50
30,P5,Team,,[CVS Core] server .cvsignore file should be considered by client (1GCC6MB),"We currently ignore the cvsignore file on the server; this may of been configured for the; 	whole project by the administrator. Our implementation of the cvs adapter should read this; 	file.; ; NOTES:",RESOLVED,WONTFIX,2,10/10/2001 21:35,5/6/2009 12:06
31,P3,Team,,Cant replace with team stream after switching repository (1GCOM0C),"We have two repositories; one for binaries and one for source.; 	I switched from one repository to the other (using Managing properties page).; 	Project context menu --> Replace With --> Team Stream Resource; 	==> com.ibm.eclipse.vcm.ui 1 com.ibm.dt.core does not belong to a team stream.; ; ; NOTES:; ; Jean-Michel (4/25/01 12:08:31 AM); 	When changing the sharing of a project to another stream you lose; 	sync info from the last sharing and dont have any new sharing based on the; 	new sharing that was specified. This is what causes this PR:; ; 	ReplaceWithTeamStream::getEditionToLoad(); 	...; 	try {; 		IResourceEdition edition = getSharingManager().getRemoteResource(resource);; 		if (edition == null) {; 			throw new WorkbenchVCMException(IStatus.WARNING; resource.getName() +  does not belong to a team stream.; null);; 		}; 		return edition;; 	} catch (CoreException e) {; 		throw new WorkbenchVCMException(e.getStatus());; 	}; ; 	Since a load or refresh does not occur when the sharing is changed; getRemoteResource() will always return; 	null.; ; 	Thus changing the sharing from the properties page is not recommended until we help the user; 	out a little more. After changing the sharing; we should ask:; 	do you want to load (add to workspace) team stream  or; 	refresh from new team stream",VERIFIED,FIXED,2,10/10/2001 21:35,10/23/2001 23:40
32,P3,Team,,Should we delete properties from the VCM API? (1GCFN34),"The VCM API still has methods for getting (persistent server) properties. This is not implemented.; 	Should we remove the property-related methods from the VCM API?; ; NOTES:; ; KM (4/23/01 3:36:40 PM); 	Yes.",VERIFIED,FIXED,2,10/10/2001 21:35,10/23/2001 23:40
33,P3,Team,,Delete team stream locking from VCM API? (1GCFN6H),"The VCM API has methods for locking team streams (preventing others from releasing). This is not implemented;; 	and in the case of CVS; not implementable. Should we delete this from the API?; ; NOTES:; ; KM (4/23/01 3:37:26 PM); 	Yes.",VERIFIED,FIXED,2,10/10/2001 21:35,10/23/2001 23:40
34,P5,Team,,Should we filter out projects with no versions? (1GCI1XH),In the repo explorer; under Project Versions; there are project names which have no versions. ; Perhaps we should filter these?  When do we find out if there are any versions to display?; (ie. can we do the filtering efficiently without having to get the children version list for all project names).; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 21:35,4/17/2002 15:51
35,P3,Team,,CVS and modification timestamps (1GCOIFN),"Whenever I get files from CVS  (e.g. as a result of a Catchup or Replace operation); 	their modification timestamp shows the time when CVS updated the file on my disk; not the time when it was modified the last time.; 	; 	So if I keep a local copy of my modified file somewhere (because eclipse is not yet robust enough... :-); 	I have a hard time finding out what files were really modified.; ; 	I think our CVS implementation should have the same behavior as normal CVS would have. ; ; NOTES:; ; KM (4/26/01 3:13:48 PM); 	1. The last modified time of the resource is provided by core and is shown in the Info property page.; 	2. What we are missing is some kind of indicator that the resource has been modified since the base version.; 			This was in the plan but weve been waiting for support from UI to decorate elements in the navigator.; ; ; AW (27.04.01 10:00:08); 	Im not asking for 1&2) since we have Catchup and Release and other operations to show whether a resource; 	has been modified since the base version.; 	Im asking for normal CVS behavior outside of eclipse; that is replacing a file with a file from the repository; 	should set back its modification date to the date maintained by the server not the time when; 	the file was locally written (because that time is of no value).; ; JohnA (4/27/01 3:51:15 PM); 	Moving to inbox for comment from Boris.  What hes interested in is the timestamp; 	stored in the resource handle IStateInfo objects.; ; KM (5/22/01 10:41:15 PM); 	Boris; I thought you changed this?; ; BB (5/23/2001 5:42:02 PM GMT+1); 	Sorry; I forgot this. Will fix.; ; BB (5/28/2001 11:38:55 AM); 	CVSAdapter.load and .loadShallow refactored.; ; Jean-Michel (02/06/2001 2:30:48 PM); 	(1GCOIFN: ITPVCM:WINNT - CVS and modification timestamps); 	Sorry; I wasnt able to put this in. However; my confidence level would have been low anyway.; ; 	Heres why:; 	To set the servers time as the modification timestamp; we would have to install a handler (ModTimeHandler) and read the ; 	timestamp from the context provided by the cvs client. We would be using some of Dirks old code that we havent touched ; 	at all for a very long time (some of which is currently not used). I hope you dont mind if I make the necessary changes on a ; 	separate branch Monday or Tuesday next week.; 	; 	Thanks;; 	Boris.",VERIFIED,FIXED,2,10/10/2001 21:35,4/9/2002 9:16
36,P3,Team,,Cant version/tag resource in CVS (1GCN5PL),"Since Im allowed to release on a resource level I also want; 	to version it (i.e. give it a CVS tag).; ; ; NOTES:; ; KM (4/23/01 3:16:38 PM); 	See discussion in; 		1GCN7TR: ITPVCM:WINNT - Term version confusing when working with CVS; ; moving as duplicate.; ; Jean-Michel (26/06/2001 11:05:29 AM); 	Should close this PR.",RESOLVED,WONTFIX,2,10/10/2001 21:35,10/23/2001 23:40
37,P5,Team,,Term version confusing when working with CVS (1GCN7TR),"The term version is confusing when CVS is used; 	as repository.; 	Users expect another behavior when versioning current work.; 	They dont expect that what they have in the workspace must be released first.; 	Also CVS experienced users might be confused. They expect to be able to; 	tag a resource.; ; ; NOTES:; ; JohnA (4/23/01 2:16:27 PM); 	Versioning == tagging.  I expect CVS users will not have too much; 	difficulty adapting to the terminology change.  They may not expect; 	that they have to release before versioning; but since a warning; 	dialog tells you this if you try; it quickly becomes clear.; ; BB (4/23/2001 2:45:40 PM); 	You can version a project (both in the workspace; this is like cvs tag; and in; 	the repo explorer on a team stream; which is like cvs rtag). You cannot version; 	one individual resource; you have to release it to the server (cvs commit) which; 	will generate a version number for you.; 	If you want to attach meaning to specific file versions; use release comments.; 	This will be in tomorrows build.; 	Why would you want to tag an individual resource? Do you have a usecase for this?; ; DM (4/24/01 9:28:02 AM); 	1) Not every single person has its own project. JSearch for example is a package inside a; 		project. We dont version the whole project whenever someone versions or releases his; 		work. When I self-host on Eclipse I have to move code back and forth. I dont want to write; 		down what version in Leapfrog or VA/J corresponds to some technical CVS number.; ; 	2) Not only top level i.e. project versions and released resources are of interest. Sometimes; 		you try something out on a class or package and want to keep it for further reuse. Giving; 		those resources a meaningful name is crucial to find them again.; ; 	If I can directly see the release comments directly in the list of CVS versions then this is an; 	alternative If I have to click through to see the comment then it is not a replacement for the; 	desired tag on a resource.; 	As far as I know this is not a CVS restriction - correct me if Im wrong. Other CVS users would; 	probably also not understand Eclipses restriction in this area.; ; DB (24.04.2001 11:28:49); 	I think the use of the word version really confuses CVS users. See Version Management with; 	CSV document chapter 4 Revisions for a discussion about Versions; revisions; releases and; 	tags in CVS.; 	; 	I opt to use the corresponding CVS names whenever we trigger a CVS action instead of using; 	a different name that means something different in CVS.; ; KM (4/25/01 12:32:13 PM); 	This isnt CVS.  Its a front end to support a unified usage model across multiple repository types.; 	We try to make it as CVS as possible but sometimes we cant.; ; 	WRT DMs usage scenario:; 		We only support explicit versioning at the project level; not at the folder level.; 		Releasing resources versions them.  Thats it.; 		For your usage case; I would suggest separate projects; or branching and merging.; 	; 	We cannot change terminology on the fly since we must then change the popup menu; 	in the explorer to not say Version.; 	We tried this and its even more confusing when you select a CC project vs. a CVS project; 	(not to mention what do you put in it if its not yet connected to a repository).; 	We decided to use a single terminology for all repository types.; ; 	Moving to closed.; ; DB (25.04.2001 19:08:34); 	I dont fully agree with your arguments. It is very seldom that a user connects projects to CVS and; 	CC in the same workspace. Since user either use CVS or CC it would be better to have the corresponding; 	repository naming instead of coming up with names that mean something different in that respository ; 	system.; ; 	Regarding: version only allowed at project see new PR ; 	1GCR0O1: ITPVCM:WIN2000 - Need way to tag source folders; packages and single files in CVS",CLOSED,FIXED,2,10/10/2001 21:35,4/9/2002 11:10
